owner,period,metric_type,value,unit,objective
yushi.yang2,2025 年 7 月,新增建联量,5,人,"### 月建联＞90，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联＞90
    - Progress: 0%
    - Score: 0
2. 每周主动外拓一次，每次外拓获客新增建联5人
    - Progress: 0%
    - Score: 0
3. 与新老用户持续建信
    - Progr..."
yushi.yang2,2025 年 7 月,新增建联量,5,人,"### 月建联＞90，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联＞90
    - Progress: 0%
    - Score: 0
2. 每周主动外拓一次，每次外拓获客新增建联5人
    - Progress: 0%
    - Score: 0
3. 与新老用户持续建信
    - Progr..."
yushi.yang2,2025 年 7 月,新增建联量,5,人,"### 月建联＞90，并持续建信
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联＞90
    - Progress: 0%
    - Score: 0
2. 每周主动外拓一次，每次外拓获客新增建联5人
    - Progress: 0%
    - Score: 0
3. 与新老用户持续建信
    - Progr..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,新增建联量,80,人,"### 当月新增建联80人
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 月度新增建联80人
    - Progress: 0%
    - Score: 0
2. 月度建信100% 均建信次数2-3次
    - Progress: 0%
    - Score: 0
3. 主动外拓4次 外拓新增用户30人
    - Prog..."
yutong.guo,2025 年 7 月,锁单量,2,台,"### 1.交付目标：1 锁单目标：2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 试驾完成40 组 成交转化率5% 预计完成锁单2单
    - Progress: 0%
    - Score: 0
2. 月锁单目标2组 试驾转换率5%
    - Progress: 0%
    - Score: 0
3. 选配车辆占比50..."
yutong.guo,2025 年 7 月,锁单量,2,台,"### 1.交付目标：1 锁单目标：2
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 试驾完成40 组 成交转化率5% 预计完成锁单2单
    - Progress: 0%
    - Score: 0
2. 月锁单目标2组 试驾转换率5%
    - Progress: 0%
    - Score: 0
3. 选配车辆占比50..."
zhangyuan.yang,2025 年 7 月,新增建联量,200,人,"### 当月新增建联 ≥ 400 人，总建联人数 ≥ 450人，并持续建信。
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653430737059868, Owner: alvaro.wang (open_id: ou_4b068ee5f199d8a88d8e78fd821db6b8)

#### Key Re..."
zhaohui.tan,2025 年 7 月,试驾量,60,组,"### 7月锁单目标3 交付目标 3@Yuanhe FAN 范原赫
- **Progress:** 0%
- **Score:** 0
- **Mentioned:** yuanhe.fan (open_id: ou_d0d2ee3d35fd0c713de5ad215d2d1f4e)

#### Key Results:
1. 新增线索100 试驾60 （walk in 30 外拓15 老车主推荐..."
zhen.yao2,2025 年 7 月,新增建联量,250,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,250,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,250,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,250,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,150,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,50,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,新增建联量,50,人,"### 多建联多建信:
当月新增建联≥250人,总建联人数≥300人,并持续建信。
A1:月度新增建联>250人(其中主动建联≥150人,门店路演建联≥50人,主动外拓异业合作等建联>50人) A2:建联用户的月度建信100%覆盖,所有建联用户月
ang C
均建信次数>3次
A3:主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、颜蔚来或乐道的老用户,等),新增 5-10个蔚来老用户的..."
zhen.yao2,2025 年 7 月,试驾量,40,组,"### 完成销售目标:
完成月度车辆销售交付≥T2辆(挑战目标T3辆)
A1:完成试驾≥40个。月度新增购车需求≥15个
个人合计购车需求池≥20个,机会到试驾的转化率≥50%。 
A2:月度锁单目标≥2辆
试驾到锁单的转化率≥6%。
A3:高配车型销售占比>40%,官方汽车CHE金融占比>50%,官方二手车占比ang C>50%
A4:周边异业商圈多走动建联尝试转介绍。
- **Progress..."
zhenfeng.chen,2025 年 7 月,锁单量,8,台,"### V3、L90上市首月，人均锁单8组
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1.L90产品知识100%通关➕竞品对标强化
    - Progress: 0%
    - Score: 0
2. A2.个人社媒平台持续预热，朋友圈刷屏不低于5条（L90至少3条）
A3.L90意向用户动态盘点
    - Progre..."
zhengyuan.rui,2025 年 7 月,交付量,4,台,"### V1(多卖车多赚钱):完成月度车辆销售交付≥4辆(挑战目标Y辆)总利润贡献≥2万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾>60个(上月为18个)。机会到试驾的转化率>25%(上月为14%)。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标>4辆(上月为3辆),试驾到锁..."
zhengyuan.rui,2025 年 7 月,新增建联量,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,新增建联量,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,新增建联量,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,新增建联量,130,人,"### V2(多建联多建信):当月新增建联>130人，并持续建作信。
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 建联用户的月度建信100%覆盖,所有建联用户月均建信次数≥3次
    - Progress: 0%
    - Score: 0
2. 主动面对面拜访10个已建联无明确购车需求用户(包括合作伙伴、蔚来或乐道的老用户,..."
zhengyuan.rui,2025 年 7 月,试驾量,60,组,"### V1(多卖车多赚钱):完成月度车辆销售交付≥4辆(挑战目标Y辆)总利润贡献≥2万元
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 完成试驾>60个(上月为18个)。机会到试驾的转化率>25%(上月为14%)。
    - Progress: 0%
    - Score: 0
2. 月度锁单目标>4辆(上月为3辆),试驾到锁..."
zhenhua.fu,2025 年 7 月,交付量,1,台,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,交付量,1,台,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,试驾量,30,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,试驾量,10,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,试驾量,30,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenhua.fu,2025 年 7 月,试驾量,10,组,"### 熟悉所有销售流程并订单2台交付1台
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. 本月试驾30个 接下来每周试驾10个为目标 日拨打40个电话 每日两个例子
    - Progress: 0%
    - Score: 0

---"
zhenxu.yao,2025 年 7 月,交付量,1,台,"### 完成7月交付≥1台，挑战目标2台。完成率≥130%；
A1：Leads≥107（5月为XX）；完成试驾 ≥ 48(5月为XX)，排程出席率≥55%（6月为XX%）
A2：
- **Progress:** 0%
- **Score:** 0
- **Aligned by:**
    - 目标: 7516653426752110594, Owner: ruixuan.wang2 (open_..."
zhenxu.yao,2025 年 7 月,新增建联量,330,人,"### V2:完成7月新增建联建信目标，建联≥330，建信≥1000；
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1：建联≥230（主动建联占比25%，战败打捞20%，门店20%，线上20%，其他渠道15%）；
    - Progress: 0%
    - Score: 0
2. 筛选SSP合适人选和持续新增新老用户涟漪进..."
zhenxu.yao,2025 年 7 月,新增建联量,230,人,"### V2:完成7月新增建联建信目标，建联≥330，建信≥1000；
- **Progress:** 0%
- **Score:** 0

#### Key Results:
1. A1：建联≥230（主动建联占比25%，战败打捞20%，门店20%，线上20%，其他渠道15%）；
    - Progress: 0%
    - Score: 0
2. 筛选SSP合适人选和持续新增新老用户涟漪进..."
zhigang.sun,2025 年 7 月,交付量,3,台,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
zhigang.sun,2025 年 7 月,新增建联量,50,人,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
zhigang.sun,2025 年 7 月,新增建联量,0,人,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
zhigang.sun,2025 年 7 月,新增建联量,50,人,"### 1. Fellow 个人 VAU
V1(多卖车多赚钱):完成月度车辆销售交付≥3辆(挑战目标4辆),总利润贡献≥2万

元(或者:总亏损≤1万元)。

A1:完成试驾≥0个(上月为0%)。月度新增机会>0个(上月为0%),合计个人机会池≥0个(上月为0%),机会到试驾的转化率≥0%(上月为0%)。

A2:月度锁单目标≥3辆(上月为0%),试驾到锁单的转化率≥10%(上月为0%)。

A3..."
